datum;helyszin;nev;nem;szuldat;nemzet;helyezes;hiba;csapat;tipus;motor
1958.05.18;Monaco;Harry Schell;F;1921.6.29;amerikai;5;;Owen Racing Organisation;BRM;BRM
1954.09.05;Olaszország;Louis Rosier;F;1905.11.5;francia;8;;Officine Alfieri Maserati;Maserati;Maserati
1959.05.31;Hollandia;Graham Hill;F;1929.2.15;brit;7;;Team Lotus;Lotus;Climax
1958.05.30;USA;Don Freeland;F;1925.3.25;amerikai;7;;Phillips;Phillips;Offenhauser
1960.11.20;USA;Ron Flockhart;F;1923.6.16;brit;;futómû;Cooper Car Company;Cooper;Climax
1957.05.30;USA;Pat O'Connor;F;1928.10.9;amerikai;8;;Kurtis Kraft;Kurtis;Offenhauser
1957.07.20;Nagy-Britannia;Harry Schell;F;1921.6.29;amerikai;;vízpumpa;Officine Alfieri Maserati;Maserati;Maserati
1952.09.07;Olaszország;Hans Stuck;F;1900.12.27;német;;kizárták;Ecurie Espadon;Ferrari;Ferrari
1956.05.30;USA;Eddie Russo;F;1925.11.19;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1951.07.01;Franciaország;Jose-Froilan Gonzalez;F;1922.10.5;argentín;2;;Scuderia Ferrari;Ferrari;Ferrari
1954.05.31;USA;Marshall Teague;F;1921.5.22;amerikai;15;;Kurtis Kraft;Kurtis;Offenhauser
1952.07.19;Nagy-Britannia;Stirling Moss;F;1929.9.17;brit;;motor;ERA Ltd;ERA;Bristol
1959.08.23;Portugália;Mario-Araujo de Cabral;F;1934.1.15;portugál;10;;Scuderia Centro Sud;Cooper;Maserati
1959.08.23;Portugália;Harry Schell;F;1921.6.29;amerikai;5;;Owen Racing Organisation;BRM;BRM
1951.05.27;Svájc;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Alfa Romeo SpA;Alfa;Alfa
1960.05.30;USA;Rodger Ward;F;1921.1.10;amerikai;2;;Watson;Watson;Offenhauser
1951.07.14;Nagy-Britannia;Joe Kelly;F;1913.3.13;brit;;nem teljesítette a távot;;Alta;Alta
1952.05.30;USA;Bob Scott;F;1928.10.4;amerikai;;vezérmûtengely;Ludson Morris;Kurtis;Offenhauser
1952.07.19;Nagy-Britannia;Ken McAlpine;F;1920.9.21;brit;16;;Connaught Engineering;Connaught;Lea
1959.08.02;Németország;Masten Gregory;F;1932.2.29;amerikai;;motor;Cooper Car Company;Cooper;Climax
1959.08.23;Portugália;Jo Bonnier;F;1930.1.31;svéd;;motor;Owen Racing Organisation;BRM;BRM
1957.01.13;Argentína;Alfonso de Portago;F;1928.10.11;spanyol;5;;Scuderia Ferrari;Lancia;Lancia
1952.05.30;USA;Bill Vukovich;F;1918.12.13;amerikai;17;;Howard Keck;Kurtis;Offenhauser
1958.05.18;Monaco;Wolfgang von Trips;F;1928.5.4;német;;motor;Scuderia Ferrari;Ferrari;Ferrari
1960.02.07;Argentína;Giorgio Scarlatti;F;1921.10.2;olasz;;túlhajtás;;Maserati;Maserati
1958.05.30;USA;Tony Bettenhausen;F;1916.9.12;amerikai;4;;Epperly;Epperly;Offenhauser
1955.06.19;Hollandia;Luigi Musso;F;1924.7.28;olasz;3;;Officine Alfieri Maserati;Maserati;Maserati
1953.06.21;Belgium;Johnny Claes;F;1916.8.11;belga;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1957.05.30;USA;Elmer George;F;1928.7.15;amerikai;;karambol;Kurtis Kraft;Kurtis;Offenhauser
1954.09.05;Olaszország;Jean Behra;F;1921.2.16;francia;;motor;Equipe Gordini;Gordini;Gordini
1960.06.06;Hollandia;Maurice Trintignant;F;1917.10.30;francia;;sebességváltó;Scuderia Centro Sud;Cooper;Maserati
1952.05.18;Svájc;Alan Brown;F;1919.11.20;brit;5;;Ecurie Richmond;Cooper;Bristol
1960.02.07;Argentína;Alan Stacey;F;1933.8.29;brit;;feladta;Team Lotus;Lotus;Climax
1953.08.23;Svájc;Luigi Villoresi;F;1909.5.16;olasz;6;;Scuderia Ferrari;Ferrari;Ferrari
1959.12.12;USA;Alessandro de Tomaso;F;1928.7.10;argentín;;törés;Automobili OSCA;Cooper;Osca
1959.09.13;Olaszország;Innes Ireland;F;1930.12.16;brit;;törés;Team Lotus;Lotus;Climax
1951.05.27;Svájc;Piero Taruffi;F;1906.10.12;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1956.06.03;Belgium;Juan-Manuel Fangio;F;1911.6.24;argentín;;futómû;Scuderia Ferrari;Lancia;Lancia
1955.06.19;Hollandia;Peter Walker;F;1912.10.7;brit;;kerék;Stirling Moss Ltd;Maserati;Maserati
1957.08.04;Németország;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Officine Alfieri Maserati;Maserati;Maserati
1958.07.19;Nagy-Britannia;Jo Bonnier;F;1930.1.31;svéd;;sebességváltó;Joakim Bonnier Racing Team;Maserati;Maserati
1955.01.16;Argentína;Karl Kling;F;1910.9.16;német;4;;Daimler Benz AG;Mercedes;Mercedes
1960.06.19;Belgium;Tony Brooks;F;1932.2.25;brit;;sebességváltó;Yeoman Credit Racing Team;Cooper;Climax
1952.05.30;USA;Bill Schindler;F;1909.3.6;amerikai;14;;HA Chapman;Stevens;Offenhauser
1960.05.30;USA;Bobby Grim;F;1924.9.4;amerikai;16;;Meskowski;Meskowski;Offenhauser
1956.09.02;Olaszország;Eugenio Castellotti;F;1930.10.10;olasz;;defekt;Scuderia Ferrari;Lancia;Lancia
1955.01.16;Argentína;Jean Behra;F;1921.2.16;francia;;kiesett;Officine Alfieri Maserati;Maserati;Maserati
1956.09.02;Olaszország;Peter Collins;F;1931.11.8;brit;2;;Scuderia Ferrari;Lancia;Lancia
1953.07.18;Nagy-Britannia;Tony Rolt;F;1918.10.16;brit;;féltengely;Rob Walker Racing Team;Connaught;Lea
1956.08.05;Németország;Horace Gould;F;1921.9.20;brit;;olajnyomás;Gould's Garage (Bristol);Maserati;Maserati
1958.07.19;Nagy-Britannia;Alan Stacey;F;1933.8.29;brit;;túlhajtás;Team Lotus;Lotus;Climax
1955.01.16;Argentína;Harry Schell;F;1921.6.29;amerikai;7;;Officine Alfieri Maserati;Maserati;Maserati
1951.07.01;Franciaország;Luigi Villoresi;F;1909.5.16;olasz;3;;Scuderia Ferrari;Ferrari;Ferrari
1953.06.21;Belgium;Jose-Froilan Gonzalez;F;1922.10.5;argentín;;gázadagoló;Officine Alfieri Maserati;Maserati;Maserati
1955.09.11;Olaszország;Jean Behra;F;1921.2.16;francia;4;;Officine Alfieri Maserati;Maserati;Maserati
1952.07.19;Nagy-Britannia;Eric Brandon;F;1920.7.18;brit;20;;Ecurie Richmond;Cooper;Bristol
1954.07.04;Franciaország;Lance Macklin;F;1919.9.2;brit;;motor;HW Motors;HWM;Alta
1954.07.04;Franciaország;Onofre Marimon;F;1923.12.19;argentín;;sebességváltó;Officine Alfieri Maserati;Maserati;Maserati
1953.06.07;Hollandia;Stirling Moss;F;1929.9.17;brit;9;;Connaught Engineering;Connaught;Lea
1952.08.03;Németország;Fritz Riess;F;1922.7.11;német;7;;;Veritas;BMW
1957.08.18;Olaszország;Francesco Godia;F;1921.3.21;spanyol;;motor;Francesco Godia-Sales;Maserati;Maserati
1955.05.30;USA;Shorty Templeman;F;1919.8.12;amerikai;;futómû;Trevis;Trevis;Offenhauser
1951.07.29;Németország;Felice Bonetto;F;1903.6.9;olasz;;gyújtás;Alfa Romeo SpA;Alfa;Alfa
1957.08.04;Németország;Tony Brooks;F;1932.2.25;brit;9;;Vandervell Products Ltd;Vanwall;Vanwall
1954.10.24;Spanyolország;Emanuel de Graffenried;F;1914.5.18;svájci;;kiesett;Baron de Graffenried;Maserati;Maserati
1959.05.31;Hollandia;Harry Schell;F;1921.6.29;amerikai;;motor;Owen Racing Organisation;BRM;BRM
1950.09.03;Olaszország;Cuth Harrison;F;1906.7.6;brit;;hûtés;;ERA;ERA
1952.05.18;Svájc;Toni Ulmen;F;1906.1.25;német;;benzinfolyás;;Veritas;Veritas
1959.05.30;USA;Al Herman;F;1927.3.15;amerikai;13;;Dunn;Dunn;Offenhauser
1958.09.07;Olaszország;Maurice Trintignant;F;1917.10.30;francia;;sebességváltó;Rob Walker Racing Team;Cooper;Climax
1953.08.02;Németország;Emanuel de Graffenried;F;1914.5.18;svájci;5;;;Maserati;Maserati
1960.05.30;USA;Al Herman;F;1927.3.15;amerikai;;kuplung;Ewing;Ewing;Offenhauser
1954.05.31;USA;Jimmy Davies;F;1923.8.18;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1956.05.30;USA;Jack Turner;F;1920.2.12;amerikai;;motor;Kurtis Kraft;Kurtis;Offenhauser
1960.08.14;Portugália;Graham Hill;F;1929.2.15;brit;;sebességváltó;Owen Racing Organisation;BRM;BRM
1959.05.30;USA;Dick Rathmann;F;1926.1.6;amerikai;;tûz;Watson;Watson;Offenhauser
1960.06.06;Hollandia;Henry Taylor;F;1932.12.16;brit;7;;Yeoman Credit Racing Team;Cooper;Climax
1950.09.03;Olaszország;Emanuel de Graffenried;F;1914.5.18;svájci;6;;;Maserati;Maserati
1960.05.30;USA;Troy Ruttman;F;1930.3.11;amerikai;;tengely;Watson;Watson;Offenhauser
1959.07.05;Franciaország;Ron Flockhart;F;1923.6.16;brit;6;;Owen Racing Organisation;BRM;BRM
1953.09.13;Olaszország;Louis Chiron;F;1899.8.3;monacoi;10;;;Osca;Osca
1959.12.12;USA;Bruce McLaren;F;1937.8.30;új-zélandi;1;;Cooper Car Company;Cooper;Climax
1953.09.13;Olaszország;Giuseppe Farina;F;1906.10.30;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1952.05.30;USA;Chet Miller;F;1902.7.19;amerikai;;kompresszor;Lewis Welch;Kurtis;Novi
1953.07.18;Nagy-Britannia;Alan Brown;F;1919.11.20;brit;;túlhajtás;RJ Chase;Cooper;Bristol
1953.01.18;Argentína;Jean Behra;F;1921.2.16;francia;6;;Equipe Gordini;Gordini;Gordini
1952.06.22;Belgium;Piero Taruffi;F;1906.10.12;olasz;;karambol;Scuderia Ferrari;Ferrari;Ferrari
1954.05.31;USA;Cal Niday;F;1916.4.29;amerikai;10;;Stevens;Stevens;Offenhauser
1954.05.31;USA;Bob Scott;F;1928.10.4;amerikai;;kiesett;Schroeder;Schroeder;Offenhauser
1952.09.07;Olaszország;Gino Bianco;F;1916.7.22;brazil;;motor;Escuderia Bandeirantes;Maserati;Maserati
1957.08.18;Olaszország;Roy Salvadori;F;1922.5.12;brit;;karambol;Cooper Car Company;Cooper;Climax
1957.08.04;Németország;Horace Gould;F;1921.9.20;brit;;nem azonosított;;Maserati;Maserati
1953.08.02;Németország;Maurice Trintignant;F;1917.10.30;francia;;differenciálmû;Equipe Gordini;Gordini;Gordini
1953.09.13;Olaszország;Alan Brown;F;1919.11.20;brit;12;;RJ Chase;Cooper;Bristol
1955.01.16;Argentína;Carlos Menditeguy;F;1915.8.10;argentín;;karambol;Officine Alfieri Maserati;Maserati;Maserati
1953.05.30;USA;Jimmy Bryan;F;1927.1.28;amerikai;14;;John MacDaniel;Schroeder;Offenhauser
1954.07.17;Nagy-Britannia;Onofre Marimon;F;1923.12.19;argentín;3;;Officine Alfieri Maserati;Maserati;Maserati
1953.05.30;USA;Mike Nazaruk;F;1921.10.2;amerikai;;leállás;Lee Elkins;Turner;Offenhauser
1952.07.06;Franciaország;Maurice Trintignant;F;1917.10.30;francia;5;;Equipe Gordini;Simca-Gordini;Gordini
1956.09.02;Olaszország;Luigi Musso;F;1924.7.28;olasz;;kormány;Scuderia Ferrari;Lancia;Lancia
1950.09.03;Olaszország;Clemente Biondetti;F;1898.10.18;olasz;;motor;;Ferrari;Jaguar
1953.06.07;Hollandia;Roberto Mieres;F;1924.12.3;argentín;;futómû;Equipe Gordini;Gordini;Gordini
1952.07.06;Franciaország;Rudolf Fischer;F;1912.4.19;svájci;11;;Ecurie Espadon;Ferrari;Ferrari
1957.09.08;Olaszország;Stirling Moss;F;1929.9.17;brit;1;;Vandervell Products Ltd;Vanwall;Vanwall
1951.07.29;Németország;Piero Taruffi;F;1906.10.12;olasz;5;;Scuderia Ferrari;Ferrari;Ferrari
1953.08.02;Németország;Theo Fitzau;F;1923.2.10;német;;kiesett;;AFM;BMW
1960.06.19;Belgium;Jim Clark;F;1936.3.4;skót;5;;Team Lotus;Lotus;Climax
1957.05.30;USA;Bob Christie;F;1924.4.4;amerikai;13;;Kurtis Kraft;Kurtis;Offenhauser
1957.09.08;Olaszország;Luigi Piotti;F;1913.10.27;olasz;;motor;;Maserati;Maserati
1952.09.07;Olaszország;Louis Rosier;F;1905.11.5;francia;10;;Ecurie Rosier;Ferrari;Ferrari
1956.08.05;Németország;Giorgio Scarlatti;F;1921.10.2;olasz;;motor;Scuderia Centro Sud;Ferrari;Ferrari
1959.07.05;Franciaország;Innes Ireland;F;1930.12.16;brit;;kerék;Team Lotus;Lotus;Climax
1960.05.29;Monaco;Chris Bristow;F;1937.12.2;brit;;sebességváltó;Yeoman Credit Racing Team;Cooper;Climax
1951.07.29;Németország;Juan-Manuel Fangio;F;1911.6.24;argentín;2;;Alfa Romeo SpA;Alfa;Alfa
1958.05.30;USA;Jack Turner;F;1920.2.12;amerikai;;benzinpumpa;Lesovsky;Lesovsky;Offenhauser
1960.07.16;Nagy-Britannia;Graham Hill;F;1929.2.15;brit;;karambol;Owen Racing Organisation;BRM;BRM
1953.06.21;Belgium;Arthur Legat;F;1898.11.1;belga;;futómû;;Veritas;Veritas
1953.07.05;Franciaország;Louis Rosier;F;1905.11.5;francia;8;;Ecurie Rosier;Ferrari;Ferrari
1957.05.19;Monaco;Ron Flockhart;F;1923.6.16;brit;;sebességváltó;Owen Racing Organisation;BRM;BRM
1951.05.30;USA;George Connor;F;1908.8.16;amerikai;;futómû;Lou Moore;Lesovsky;Offenhauser
1950.05.30;USA;Walt Faulkner;F;1920.2.16;amerikai;7;;JC Agajanian;Kurtis;Offenhauser
1956.05.30;USA;Duke Dinsmore;F;1914.4.10;amerikai;17;;Kurtis Kraft;Kurtis;Offenhauser
1958.07.19;Nagy-Britannia;Ivo Bueb;F;1923.6.6;brit;;sebességváltó;BC Ecclestone;Connaught;Alta
1960.05.30;USA;Shorty Templeman;F;1919.8.12;amerikai;;kuplung;Kurtis Kraft;Kurtis;Offenhauser
1960.09.04;Olaszország;Wolfgang von Trips;F;1928.5.4;német;5;;Scuderia Ferrari;Ferrari;Ferrari
1957.08.18;Olaszország;Horace Gould;F;1921.9.20;brit;;karambol;;Maserati;Maserati
1951.07.14;Nagy-Britannia;Luigi Villoresi;F;1909.5.16;olasz;3;;Scuderia Ferrari;Ferrari;Ferrari
1953.05.30;USA;Bill Holland;F;1907.12.13;amerikai;15;;Ray Crawford;Kurtis;Offenhauser
1954.06.20;Belgium;Jacques Swaters;F;1926.10.30;belga;;motor;Ecurie Francorchamps;Ferrari;Ferrari
1950.07.02;Franciaország;Yves Giraud-Cabantous;F;1903.10.8;francia;8;;Automobiles Talbot-Darracq SA;Talbot-Lago;Talbot
1956.09.02;Olaszország;Maurice Trintignant;F;1917.10.30;francia;;kiállás;Vandervell Products Ltd;Vanwall;Vanwall
1953.06.21;Belgium;Giuseppe Farina;F;1906.10.30;olasz;;motor;Scuderia Ferrari;Ferrari;Ferrari
1958.05.30;USA;Bill Cheesbourg;F;1927.6.12;amerikai;10;;Kurtis Kraft;Kurtis;Novi
1959.07.18;Nagy-Britannia;Jack Fairman;F;1913.3.15;brit;;sebességváltó;High Efficiency Motors;Cooper;Climax
1960.07.03;Franciaország;Henry Taylor;F;1932.12.16;brit;4;;Yeoman Credit Racing Team;Cooper;Climax
1951.09.16;Olaszország;Louis Chiron;F;1899.8.3;monacoi;;gyújtás;Ecurie Rosier;Talbot-Lago;Talbot
1960.07.03;Franciaország;Bruce McLaren;F;1937.8.30;új-zélandi;3;;Cooper Car Company;Cooper;Climax
1955.06.19;Hollandia;Eugenio Castellotti;F;1930.10.10;olasz;5;;Scuderia Ferrari;Ferrari;Ferrari
1953.08.02;Németország;Rodney Nuckey;F;1929.6.26;brit;11;;;Cooper;Bristol
1953.06.07;Hollandia;Fred Wacker;F;1918.7.10;amerikai;;nem rajtolt el;Equipe Gordini;Gordini;Gordini
1951.06.17;Belgium;Andre Pilette;F;1918.10.6;belga;6;;Ecurie Belgique;Talbot-Lago;Talbot
1950.05.21;Monaco;Alberto Ascari;F;1918.7.13;olasz;2;;Scuderia Ferrari;Ferrari;Ferrari
1954.08.22;Svájc;Jean Behra;F;1921.2.16;francia;;kuplung;Equipe Gordini;Gordini;Gordini
1954.05.31;USA;Pat Flaherty;F;1926.1.6;amerikai;;kiesett;Kurtis Kraft;Kurtis;Offenhauser
1953.09.13;Olaszország;Ken McAlpine;F;1920.9.21;brit;;nem teljesítette a távot;Connaught Engineering;Connaught;Lea
1958.05.18;Monaco;Bernie Ecclestone;F;1930.10.28;brit;;kizárták;BC Ecclestone;Connaught;Alta
1959.09.13;Olaszország;Graham Hill;F;1929.2.15;brit;;motor;Team Lotus;Lotus;Climax
1955.07.16;Nagy-Britannia;Harry Schell;F;1921.6.29;amerikai;;gázadagoló;Vandervell Products Ltd;Vanwall;Vanwall
1959.07.18;Nagy-Britannia;Bill Moss;F;1933.1.1;brit;;kizárták;United Racing Stable;Cooper;Climax
1959.07.18;Nagy-Britannia;Hans Herrmann;F;1928.2.23;német;;sebességváltó;Scuderia Centro Sud;Cooper;Maserati
1953.06.07;Hollandia;Roy Salvadori;F;1922.5.12;brit;;motor;Connaught Engineering;Connaught;Lea
1957.01.13;Argentína;Jo Bonnier;F;1930.1.31;svéd;7;;Scuderia Centro Sud;Maserati;Maserati
1950.05.30;USA;Jimmy Jackson;F;1910.7.25;amerikai;;kompresszor;Cummins Engines;Kurtis;Cummins
1957.07.20;Nagy-Britannia;Les Leston;F;1920.12.16;brit;;motor;Owen Racing Organisation;BRM;BRM
1956.07.14;Nagy-Britannia;Bob Gerard;F;1914.1.19;brit;11;;;Cooper;Bristol
1960.05.30;USA;Bob Veith;F;1926.11.1;amerikai;8;;Meskowski;Meskowski;Offenhauser
1958.08.03;Németország;Stirling Moss;F;1929.9.17;brit;;gyújtás;Vandervell Products Ltd;Vanwall;Vanwall
1950.07.02;Franciaország;Eugene Chaboud;F;1907.4.12;francia;;nem rajtolt el;Ecurie Leutitia;Talbot-Lago;Talbot
1952.05.18;Svájc;Harry Schell;F;1921.6.29;amerikai;;motor;Enrico Plate;Maserati;Plate
1959.05.30;USA;Jim McWithey;F;1927.7.4;amerikai;16;;Leader Cards Inc;Kurtis;Offenhauser
1960.07.03;Franciaország;Phill Hill;F;1927.4.20;amerikai;;futómû;Scuderia Ferrari;Ferrari;Ferrari
1951.05.30;USA;Jimmy Davies;F;1923.8.18;amerikai;;tengely;LE Parks;Pawl;Offenhauser
1958.06.15;Belgium;Roy Salvadori;F;1922.5.12;brit;8;;Cooper Car Company;Cooper;Climax
1956.01.22;Argentína;Mike Hawthorn;F;1929.4.10;brit;3;;Owen Racing Organisation;Maserati;Maserati
1954.05.31;USA;Danny Kladis;F;1917.2.10;amerikai;;kiesett;Bromme;Bromme;Offenhauser
1950.06.04;Svájc;Raymond Sommer;F;1906.8.31;francia;;kiállás;Scuderia Ferrari;Ferrari;Ferrari
1955.05.22;Monaco;Ted Whiteaway;F;1928.11.1;brit;;kizárták;;HWM;Alta
1959.05.31;Hollandia;Stirling Moss;F;1929.9.17;brit;;sebességváltó;Rob Walker Racing Team;Cooper;Climax
1959.05.30;USA;Bobby Grim;F;1924.9.4;amerikai;;gyújtás;Leader Cards Inc;Kurtis;Offenhauser
1960.05.29;Monaco;Ian Burgess;F;1930.7.6;brit;;kizárták;Scuderia Centro Sud;Cooper;Climax
1956.05.30;USA;Andy Linden;F;1922.4.5;amerikai;;olajfolyás;Kurtis Kraft;Kurtis;Offenhauser
1960.08.14;Portugália;Masten Gregory;F;1932.2.29;amerikai;;sebességváltó;Scuderia Centro Sud;Cooper;Maserati
1956.07.14;Nagy-Britannia;Alfonso de Portago;F;1928.10.11;spanyol;2;;Scuderia Ferrari;Lancia;Lancia
1957.05.19;Monaco;Hans Herrmann;F;1928.2.23;német;;kizárták;Officine Alfieri Maserati;Maserati;Maserati
1955.09.11;Olaszország;Mike Hawthorn;F;1929.4.10;brit;;sebességváltó;Scuderia Ferrari;Ferrari;Ferrari
1956.05.30;USA;Al Keller;F;1920.4.11;amerikai;14;;Kurtis Kraft;Kurtis;Offenhauser
1958.05.26;Hollandia;Tony Brooks;F;1932.2.25;brit;;motor;Vandervell Products Ltd;Vanwall;Vanwall
1960.08.14;Portugália;Mario-Araujo de Cabral;F;1934.1.15;portugál;;sebességváltó;Scuderia Centro Sud;Cooper;Maserati
1958.08.03;Németország;Wolfgang von Trips;F;1928.5.4;német;4;;Scuderia Ferrari;Ferrari;Ferrari
1955.01.16;Argentína;Elie Bayol;F;1914.2.28;francia;;futómû;Equipe Gordini;Gordini;Gordini
1960.06.06;Hollandia;Innes Ireland;F;1930.12.16;brit;2;;Team Lotus;Lotus;Climax
1953.06.21;Belgium;Louis Rosier;F;1905.11.5;francia;8;;Ecurie Rosier;Ferrari;Ferrari
1959.09.13;Olaszország;Colin Davis;F;1932.7.29;brit;11;;Scuderia Centro Sud;Cooper;Maserati
1952.07.06;Franciaország;Alberto Ascari;F;1918.7.13;olasz;1;;Scuderia Ferrari;Ferrari;Ferrari
1955.05.22;Monaco;Andre Simon;F;1920.1.5;francia;;motor;Daimler Benz AG;Mercedes;Mercedes
1957.05.30;USA;Eddie Sachs;F;1927.5.28;amerikai;;benzinpumpa;Kuzma;Kuzma;Offenhauser
1955.06.05;Belgium;Jean Behra;F;1921.2.16;francia;5;;Officine Alfieri Maserati;Maserati;Maserati
1956.05.30;USA;Don Freeland;F;1925.3.25;amerikai;3;;Phillips;Phillips;Offenhauser
1954.07.17;Nagy-Britannia;Rodney Nuckey;F;1929.6.26;brit;;nem rajtolt el;Ecurie Richmond;Cooper;Bristol
1953.06.07;Hollandia;Alberto Ascari;F;1918.7.13;olasz;1;;Scuderia Ferrari;Ferrari;Ferrari
1953.07.05;Franciaország;Giuseppe Farina;F;1906.10.30;olasz;5;;Scuderia Ferrari;Ferrari;Ferrari
1950.07.02;Franciaország;Eugene Chaboud;F;1907.4.12;francia;5;;;Talbot-Lago;Talbot
1954.01.17;Argentína;Elie Bayol;F;1914.2.28;francia;5;;Equipe Gordini;Gordini;Gordini
1958.01.19;Argentína;Juan-Manuel Fangio;F;1911.6.24;argentín;4;;Scuderia Sud Americana;Maserati;Maserati
1955.06.19;Hollandia;Maurice Trintignant;F;1917.10.30;francia;;sebességváltó;Scuderia Ferrari;Ferrari;Ferrari
1958.07.06;Franciaország;Stirling Moss;F;1929.9.17;brit;2;;Vandervell Products Ltd;Vanwall;Vanwall
1958.08.24;Portugália;Jack Brabham;F;1926.4.2;ausztrál;7;;Cooper Car Company;Cooper;Climax
1956.01.22;Argentína;Chico Landi;F;1907.7.14;brazil;4;;Officine Alfieri Maserati;Maserati;Maserati
1955.01.16;Argentína;Luigi Musso;F;1924.7.28;olasz;7;;Officine Alfieri Maserati;Maserati;Maserati
1950.05.30;USA;Henry Banks;F;1913.6.14;amerikai;;kiesett;Indianapolis Race Cars;Maserati;Offenhauser
1952.07.19;Nagy-Britannia;Alberto Ascari;F;1918.7.13;olasz;1;;Scuderia Ferrari;Ferrari;Ferrari
1952.08.17;Hollandia;Luigi Villoresi;F;1909.5.16;olasz;3;;Scuderia Ferrari;Ferrari;Ferrari
1950.05.13;Nagy-Britannia;Yves Giraud-Cabantous;F;1903.10.8;francia;4;;Automobiles Talbot-Darracq SA;Talbot-Lago;Talbot
1955.05.30;USA;Don Freeland;F;1925.3.25;amerikai;;futómû;Phillips;Phillips;Offenhauser
1953.05.30;USA;Andy Linden;F;1922.4.5;amerikai;16;;MA Walker;Kurtis;Offenhauser
1956.01.22;Argentína;Jose-Froilan Gonzalez;F;1922.10.5;argentín;;motor;Officine Alfieri Maserati;Maserati;Maserati
1958.08.24;Portugália;Jean Behra;F;1921.2.16;francia;4;;Owen Racing Organisation;BRM;BRM
1958.09.07;Olaszország;Phill Hill;F;1927.4.20;amerikai;3;;Scuderia Ferrari;Ferrari;Ferrari
1955.07.16;Nagy-Britannia;Hernando da Silva-Ramos;F;1925.12.7;brazil;;motor;Equipe Gordini;Gordini;Gordini
1952.05.30;USA;Rodger Ward;F;1921.1.10;amerikai;;olajnyomás;Federal Auto Associates;Kurtis;Offenhauser
1953.05.30;USA;Duke Dinsmore;F;1914.4.10;amerikai;16;;MA Walker;Kurtis;Offenhauser
1958.06.15;Belgium;Tony Brooks;F;1932.2.25;brit;1;;Vandervell Products Ltd;Vanwall;Vanwall
1956.05.30;USA;Dick Rathmann;F;1926.1.6;amerikai;5;;Kurtis Kraft;Kurtis;Offenhauser
1960.06.06;Hollandia;Jack Brabham;F;1926.4.2;ausztrál;1;;Cooper Car Company;Cooper;Climax
1960.06.06;Hollandia;Dan Gurney;F;1931.4.13;amerikai;;karambol;Owen Racing Organisation;BRM;BRM
1951.05.30;USA;Henry Banks;F;1913.6.14;amerikai;6;;Lindsey Hopkins;Moore;Offenhauser
1953.05.30;USA;Bill Vukovich;F;1918.12.13;amerikai;1;;Howard Keck;Kurtis;Offenhauser
1958.05.18;Monaco;Horace Gould;F;1921.9.20;brit;;kizárták;Scuderia Centro Sud;Maserati;Maserati
1957.08.18;Olaszország;Tony Brooks;F;1932.2.25;brit;;motor;Vandervell Products Ltd;Vanwall;Vanwall
1960.07.03;Franciaország;Chuck Daigh;F;1923.11.29;amerikai;;motor;Reventlow Automobiles Inc;Scarab;Scarab
1955.06.05;Belgium;Luigi Musso;F;1924.7.28;olasz;7;;Officine Alfieri Maserati;Maserati;Maserati
1951.10.28;Spanyolország;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Alfa Romeo SpA;Alfa;Alfa
1959.07.05;Franciaország;Stirling Moss;F;1929.9.17;brit;;pályaelhagyás;British Racing Partnership;BRM;BRM
1954.08.01;Németország;Juan-Manuel Fangio;F;1911.6.24;argentín;1;;Daimler Benz AG;Mercedes;Mercedes
1954.10.24;Spanyolország;Juan-Manuel Fangio;F;1911.6.24;argentín;3;;Daimler Benz AG;Mercedes;Mercedes
1953.01.18;Argentína;Juan-Manuel Fangio;F;1911.6.24;argentín;;futómû;Officine Alfieri Maserati;Maserati;Maserati
1950.05.21;Monaco;Luigi Fagioli;F;1898.6.9;olasz;;karambol;Alfa Romeo SpA;Alfa;Alfa
1958.10.19;Marokkó;Ron Flockhart;F;1923.6.16;brit;;vezérmûtengely;Owen Racing Organisation;BRM;BRM
1958.06.15;Belgium;Maurice Trintignant;F;1917.10.30;francia;7;;Scuderia Centro Sud;Maserati;Maserati
1954.10.24;Spanyolország;Maurice Trintignant;F;1917.10.30;francia;;sebességváltó;Scuderia Ferrari;Ferrari;Ferrari
1954.05.31;USA;Andy Linden;F;1922.4.5;amerikai;;kiesett;Schroeder;Kurtis;Offenhauser
1953.05.30;USA;Jimmy Daywalt;F;1924.8.28;amerikai;6;;Chapman Root;Kurtis;Offenhauser
1957.09.08;Olaszország;Tony Brooks;F;1932.2.25;brit;7;;Vandervell Products Ltd;Vanwall;Vanwall
1956.09.02;Olaszország;Jean Behra;F;1921.2.16;francia;;gyújtás;Officine Alfieri Maserati;Maserati;Maserati
1954.08.01;Németország;Prince Birabongse Bhanuban;F;1914.7.15;thaiföldi;;kormány;Prince Bira;Maserati;Maserati
